loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
47,371,2897982366543,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.1831,-0.2441,-0.0610,-0.1315,-0.2397,-10.5739,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0230,-0.0177,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
48,372,2897987849110,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2222,0.0000,-0.0610,-0.1831,0.1831,-0.1506,-0.2901,-10.6050,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0235,-0.0180,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
49,373,2897992345683,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2222,0.0000,-0.2441,-0.1221,-0.0000,-0.1339,-0.2397,-10.6073,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0240,-0.0182,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
50,374,2897997307777,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2220,0.0000,-0.1831,-0.1221,-0.0610,-0.1172,-0.2541,-10.5620,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0245,-0.0185,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
51,375,2898002377524,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.0610,-0.1831,0.1831,-0.1530,-0.2973,-10.5835,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0250,-0.0188,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
52,376,2898007826220,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,0.0000,0.0000,-0.0000,-0.1698,-0.2757,-10.6026,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0255,-0.0190,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
53,377,2898012443319,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.1221,-0.0610,-0.1221,-0.1841,-0.2901,-10.6336,0.0236,-0.0183,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0260,-0.0192,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
54,378,2898017379250,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,-0.0610,-0.1221,0.1221,-0.1554,-0.2445,-10.6217,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0265,-0.0195,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
55,379,2898022747249,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2220,0.0000,0.0000,0.0000,-0.0610,-0.1626,-0.2253,-10.5906,0.0236,-0.0183,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0270,-0.0197,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
56,380,2898027308063,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2225,0.0000,-0.1831,-0.1221,-0.0000,-0.1721,-0.2829,-10.6264,0.0236,-0.0183,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0275,-0.0199,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
57,381,2898032337606,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2217,0.0000,-0.1221,-0.0610,0.1831,-0.1865,-0.2493,-10.5859,0.0236,-0.0183,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0280,-0.0202,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
58,382,2898037346070,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2215,0.0000,0.0000,-0.0610,0.1831,-0.1578,-0.2373,-10.5930,0.0236,-0.0183,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0285,-0.0204,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
59,383,2898042640328,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2217,0.0000,0.0000,-0.1221,0.1221,-0.1458,-0.2661,-10.5811,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0290,-0.0206,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
60,384,2898050741258,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2217,0.0000,-0.0610,-0.1221,-0.0000,-0.1602,-0.2206,-10.5954,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0295,-0.0208,0.0107,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
61,385,2898052438784,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2222,0.0000,-0.0610,-0.1221,-0.0000,-0.1411,-0.2301,-10.6002,0.0236,-0.0184,-0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0300,-0.0210,0.0108,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
62,386,2898057921642,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.1221,-0.0610,-0.0610,-0.1913,-0.2469,-10.5715,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0305,-0.0212,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
63,387,2898062391968,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.1831,-0.0610,-0.0000,-0.1626,-0.2805,-10.6050,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0310,-0.0214,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
64,388,2898067345814,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2227,0.0000,-0.1831,-0.1831,-0.0000,-0.2008,-0.2637,-10.5596,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0315,-0.0216,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
65,389,2898072376149,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2232,0.0000,-0.0610,-0.1221,-0.0610,-0.1674,-0.2493,-10.6050,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0320,-0.0218,0.0110,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
66,390,2898077808723,-0.0013,NAN,NAN,0.0710,0.6010,0.3510,0.0000,12.2234,0.0000,-0.0610,-0.2441,-0.0000,-0.1530,-0.2445,-10.6479,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0325,-0.0219,0.0109,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
67,391,2898082360705,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2227,0.0000,-0.0610,-0.2441,-0.0610,-0.1602,-0.2589,-10.6145,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0330,-0.0221,0.0110,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
68,392,2898087265806,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2227,0.0000,-0.0610,-0.1221,-0.0000,-0.1554,-0.2709,-10.6217,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0335,-0.0223,0.0110,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
69,393,2898095370360,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2225,0.0000,-0.1831,-0.1221,-0.0000,-0.1291,-0.2517,-10.6073,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0340,-0.0224,0.0111,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
70,394,2898097671015,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2229,0.0000,-0.0610,-0.1221,-0.0000,-0.1219,-0.2997,-10.5811,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0345,-0.0226,0.0111,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
71,395,2898102539955,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2229,0.0000,-0.0610,-0.1831,-0.1221,-0.1721,-0.2781,-10.5859,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0350,-0.0227,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
72,396,2898107292202,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2215,0.0000,-0.1221,-0.0610,-0.1221,-0.1674,-0.2110,-10.6073,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0355,-0.0229,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
73,397,2898115965472,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2220,0.0000,-0.0610,-0.1221,-0.0000,-0.1435,-0.2421,-10.6360,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0360,-0.0230,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
74,398,2898117753736,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2220,0.0000,0.0000,0.0000,-0.0000,-0.1554,-0.2349,-10.6718,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0365,-0.0232,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
75,399,2898122392956,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2220,0.0000,-0.1831,-0.1831,-0.0000,-0.1315,-0.2421,-10.6670,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0370,-0.0233,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
76,400,2898127627431,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2217,0.0000,-0.0610,-0.1831,-0.0000,-0.1650,-0.2469,-10.5906,0.0236,-0.0184,-0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0375,-0.0234,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
77,401,2898132374929,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2220,0.0000,-0.0610,-0.1831,-0.0000,-0.1674,-0.2637,-10.5453,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0380,-0.0236,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
78,402,2898137398682,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2222,0.0000,-0.0610,-0.1831,-0.0000,-0.1411,-0.2493,-10.5477,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0385,-0.0237,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
79,403,2898142279537,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2217,0.0000,0.0000,0.0000,-0.0000,-0.1339,-0.2781,-10.5691,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0390,-0.0238,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
80,404,2898147614415,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2217,0.0000,-0.0610,-0.1221,-0.0000,-0.1435,-0.2901,-10.6145,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0395,-0.0239,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
81,405,2898152536223,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2215,0.0000,0.0000,0.0000,-0.0000,-0.1650,-0.2853,-10.5668,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0400,-0.0240,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
82,406,2898157465322,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2210,0.0000,0.0000,0.0000,-0.0000,-0.1028,-0.3093,-10.5930,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0405,-0.0241,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
83,407,2898162841236,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2210,0.0000,-0.0610,-0.1831,-0.0000,-0.1913,-0.2781,-10.5835,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0410,-0.0242,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
84,408,2898167340725,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2210,0.0000,0.0000,0.0000,-0.0000,-0.1650,-0.2613,-10.6169,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0415,-0.0243,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
85,409,2898172307110,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2203,0.0000,-0.1831,-0.2441,-0.0000,-0.1554,-0.2469,-10.6121,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0420,-0.0244,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
86,410,2898177647905,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2205,0.0000,-0.0610,-0.1831,0.1221,-0.1602,-0.2517,-10.6169,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0425,-0.0244,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
87,411,2898182504221,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2210,0.0000,0.0000,0.0000,-0.0000,-0.1554,-0.2565,-10.5930,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0430,-0.0245,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
88,412,2898187324626,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2215,0.0000,-0.2441,-0.1831,-0.0000,-0.1721,-0.2541,-10.5882,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0435,-0.0246,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
89,413,2898192309426,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2217,0.0000,-0.1831,-0.1831,-0.0000,-0.1124,-0.2541,-10.5715,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0440,-0.0246,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
90,414,2898197614308,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2217,0.0000,-0.1831,-0.2441,-0.0610,-0.1554,-0.2661,-10.5501,0.0236,-0.0184,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0445,-0.0247,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
91,415,2898202207284,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2220,0.0000,-0.0610,-0.1831,-0.0000,-0.1602,-0.2517,-10.5357,0.0236,-0.0185,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0450,-0.0248,0.0113,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
92,416,2898207460215,-0.0013,NAN,NAN,-0.0390,0.6610,0.3210,0.0000,12.2232,0.0000,-0.0610,-0.1221,0.1221,-0.1172,-0.2397,-10.5930,0.0236,-0.0185,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0455,-0.0248,0.0112,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
